"Use","BookID","Chapter","Verse","FileName","Illustrator","Copyright","Caption","Translation","AltRefs"
FALSE,"LUK",20,20,"hk00166","Horace Knowles and Louise Bass Bible Illustrations","The British & Foreign Bible Society 1994","Denarius (money)","ဒၴၤနၤရီရံးဇၴူၤ",
